Project_ID,Sector,Region,Owner_Agency,Start_Year,End_Year,Planned_Budget,Funding_Approved,Funding_Received,Inflation_Rate,Inflation_Index,Feasibility_Score,Sustainability_Score,Public_Benefit_Score,Stakeholder_Priority,Schedule_Risk,Cost_Risk,Environmental_Risk,Policy_Risk,Funding_Delay_%,Actual_Cost,Delay_Months,ROI_Realized,Priority_Category
12,Energy,East,State,2018,2020,68717278.98792574,61845551.089133166,58753273.53467651,2.661628714094614,1.0659421675410832,57.03036950307731,52.28646441133999,70.29240273619952,2,71.0642905965959,61.073576412933036,56.81177234292826,56.308014152864445,15.767580790770772,83679819.36143535,8.524078993458264,8.9269923651907,Low
13,Public Works,North,State,2018,2021,46393987.56141765,41754588.80527588,39666859.36501209,3.349223410494178,1.056304515692014,58.4639378602745,58.78408443801956,69.35858634800056,4,70.68308603335471,61.74939814262474,58.94172642447547,53.121618941453804,16.568186220708455,55802794.01085979,9.793517020671214,8.97730771703307,Low
14,Transportation,West,Municipal,2018,2022,51609028.49558601,46448125.64602741,44125719.363726035,2.780772362440856,1.0309726386572582,62.48918634132269,53.96126960204356,67.09273969917321,4,71.45472295907167,62.41688543525639,63.52366867482331,58.6314286160207,16.713274250350903,60069587.33861519,10.0,9.003261833894104,Low
15,Public Works,North,Municipal,2018,2020,41397887.08430308,37258098.375872776,35395193.457079135,2.9852798742763156,1.044907474683762,58.25351230569216,56.36914813459241,69.15188068777698,3,68.94691466809472,67.75370512581048,63.44013467848666,51.563329046796355,14.016654596278954,48845950.53164137,8.194008670074219,8.867546575962036,Low
16,Transportation,East,State,2018,2021,51988614.00819346,46789752.60737412,44450264.97700541,3.3101133946791808,1.0646828927432042,60.899783584666594,56.61573501806163,71.7747560166166,5,74.1324055255647,65.0907391908875,60.0121303574976,57.3863614317342,16.560021367270267,62363611.32906561,9.240870639197668,8.935797578084586,Low
17,Energy,North,State,2018,2022,62490392.67184038,56241353.40465634,53429285.734423526,2.5305002499390494,1.0314939275499686,61.61996131859166,52.726568219974745,70.737342854914,4,73.22600560659659,63.881525131290104,57.01648410121508,55.17794608043843,13.341389859975072,71349418.73892315,8.83315436901436,8.950124292094067,Low
18,Energy,West,Central,2018,2021,70972714.3973705,63875442.95763345,60681670.80975178,2.8988209014447945,1.0473408295032298,59.569886849640646,56.50799920612293,67.34916157305067,2,72.44042642999115,63.00688421877329,57.47466939465096,51.646983732937585,16.660854910505922,83972733.99538912,8.848447902915254,8.954814929312398,Low
19,Transportation,Central,Central,2018,2021,55946686.55940294,50352017.90346265,47834417.008289516,2.935672898677891,1.0592015726624728,59.05127800029841,51.734392526507534,67.56494192961136,4,65.47716127691649,65.52829768395262,57.26917158113993,51.961317182445136,14.245653237565177,69583169.34349538,7.65622129370142,8.906641458432542,Low
20,Water,Central,Municipal,2018,2022,48883689.21714669,43995320.295432016,41795554.28066041,2.5480589241970337,1.0679658292636556,60.006239303491554,55.3150195872005,71.10378261638884,4,73.86680387298048,63.08714898673371,56.122436322323075,58.467490464635866,15.463404657559655,60802232.55494473,10.0,8.948178820181882,Low
21,Public Works,West,State,2018,2020,41962124.61957003,37765912.15761303,35877616.54973238,3.3206394757439552,1.055037586804063,58.28753471825024,54.01807266582381,67.2337787938614,5,73.20426843771268,66.2118781748623,57.65347487901396,53.19168901856907,15.473015537351571,50039271.04642354,9.506404081374523,8.86301022759835,Low
22,Water,South,State,2018,2020,46848207.5422722,42163386.78804498,40055217.44864273,3.1928903586919395,1.043933464178128,60.28783129948852,54.38776753846495,70.41112170249976,4,74.36648151855707,61.31349061340517,59.34356825372463,58.74064441216198,15.303698301032338,56101296.90856654,8.513325912264488,8.975199602543318,Low
23,Education,West,Central,2018,2022,56008530.734303474,50407677.66087313,47887293.77782947,2.877728886176295,1.0513730989412227,57.32091178048422,58.668331975065584,72.08285886457354,3,69.96561190683077,64.11694468975362,58.381081396074485,51.799879097294905,14.419620761850883,68644673.36629795,9.067931620121348,8.921144579539636,Low
24,Water,Central,Central,2018,2021,47288129.6386332,42559316.67476988,40431350.84103138,3.25237452943768,1.061663161749034,60.297173293942414,54.532244010987014,72.32622509654979,4,72.89618142794554,61.72964882438952,59.95536243762065,51.460470080133156,14.403660050208314,55532513.159441724,8.241397159809463,8.975348229714925,Low
25,Water,West,Central,2018,2021,44012571.805959515,39611314.625363566,37630748.89409538,2.5727630063641937,1.0628744023716143,59.24562477453672,53.96513717653513,71.87679740354501,4,72.06242227156497,61.6507902451352,56.67870171268154,58.8931166280094,16.788994309535436,54513746.7173176,9.869757088388717,8.95946013367259,Low
26,Public Works,East,Central,2018,2020,46274182.88045561,41646764.59241005,39564426.36278955,2.8302525290190985,1.0473780737795308,61.60316911865143,57.58232281501355,71.46526994165978,3,67.53682173873139,64.24161669425133,60.571784201640085,56.92779088728535,15.724157708387636,54166536.89559284,8.573345805649192,8.994524243245362,Low
27,Transportation,North,State,2018,2021,57951891.92561656,52156702.733054906,49548867.59640216,3.0560050386425845,1.0429074555311033,61.17246673863988,51.603476376718156,67.99729259145552,5,65.43400783298173,68.39714664178877,63.35292572222927,53.023921343913926,13.867236426345965,68483109.63328841,9.217944021409746,8.893632948847419,Low
28,Energy,North,Municipal,2018,2020,69303356.32204866,62373020.689843796,59254369.6553516,2.955656752785713,1.0548053039120615,60.501936671105234,51.62187709571988,72.846368845997,5,67.77381182981132,62.50496927779009,59.709587239519855,53.82681782420842,16.944842977918412,83982469.87195754,9.1089789807562,8.971013446685038,Low
29,Education,West,Central,2018,2020,49861875.09221486,44875687.58299337,42631903.203843705,3.322537242923169,1.067991996531677,62.19638333700245,51.361749360849515,67.15820184698352,5,72.2571950838836,65.90732156748632,59.34594429032495,58.46182786683211,14.505853467512198,61966681.995875254,9.897155875789295,8.922422435313807,Low
30,Energy,Central,State,2018,2021,70261915.3078969,63235723.77710721,60073937.588251844,3.338328704711138,1.0487477263917988,61.877406054780465,58.99774138628904,72.97982102244343,5,69.14819502337666,63.18725657544565,56.45100397320742,57.91777901004043,15.22172682241051,84802688.1501356,9.696226409528345,9.017816908648673,Low
31,Energy,North,Central,2018,2020,59881451.59080657,53893306.43172592,51198641.11013962,3.10617463445088,1.0391457122201386,61.029439173556796,55.16246160723035,71.63391035041384,5,71.71700684405857,65.94502592366317,58.86530174426272,51.90846073759703,15.080654004447974,72454349.97220881,9.096361715443447,8.925710812354819,Low
32,Energy,North,Central,2018,2022,56719469.65093001,51047522.68583701,48495146.55154516,3.120309551353465,1.058163190723969,60.5395061211278,54.13795236079786,69.62484953214238,4,67.12964161508911,62.090971804694156,56.11635732534305,53.80470047045277,16.616634777974994,67387603.29426546,8.945442735172048,8.995201800548788,Low
33,Public Works,South,Municipal,2018,2022,48610370.11571574,43749333.10414417,41561866.44893696,3.3420914150187095,1.060756709652616,58.25478474647109,55.637199475773905,69.04937926273927,4,65.66235977851866,61.366890131237064,60.96644547537673,53.77930726580331,15.14905366685628,58168619.229054146,8.671206260146118,8.983633963819928,Low
34,Public Works,West,Central,2018,2020,46541904.05952192,41887713.65356973,39793327.97089124,2.67231987120163,1.037691560752347,57.53221520254233,51.965086968804805,69.76467260819635,4,65.4086861626648,62.35148050457732,58.22872271225567,52.416083874213975,13.82533487362317,54362279.41170076,8.222625363323079,8.935837646892784,Low
35,Energy,North,State,2018,2021,68658655.7749201,61792790.1974281,58703150.68755669,3.373578624106777,1.0668348960212726,58.10712611613826,52.67479458669368,69.22283261674829,2,65.61077959854863,63.21502118517763,62.44961023834449,56.98607752306927,14.938091940764085,83813353.26257496,8.193010633838082,8.934127914892578,Low
36,Education,South,State,2018,2021,46934058.474771224,42240652.6272941,40128619.99592939,3.344440672633629,1.0599846492803435,57.629214999194886,56.899241648750554,68.09370327085576,4,65.30472152733594,67.93771984859778,58.833173366345,54.17731066003266,15.255860368075346,58042016.47853805,7.671640858317177,8.872195477527999,Low
37,Public Works,North,Central,2018,2022,44062580.12275745,39656322.11048171,37673506.004957624,3.148822840291576,1.04918328407017,60.38675125513585,54.03018100761032,69.0246810032315,3,70.84199484714169,66.8945798031593,60.4619381276035,55.692283477286075,16.598589588580047,53174235.08809372,8.71192379924046,8.89652888460102,Low
38,Education,Central,Central,2018,2022,47049029.56124753,42344126.605122775,40226920.27486663,2.745957728384508,1.0364272549303823,57.48140247396985,55.19609111656204,69.46238096193797,3,66.86567024051305,63.28076134955078,57.38698876235804,58.1741233970114,16.929514467634426,54052815.05529133,8.75375327832779,8.931382010052413,Low
39,Public Works,North,State,2018,2020,44986830.803293504,40488147.72296415,38463740.336815946,3.05676289301393,1.0528645075787961,59.5526186316985,55.06088302947564,68.45445839449049,5,67.79979093660285,67.1559434655355,57.49634998846019,53.58943389123395,13.459347298956814,54487298.696431346,7.919113144322113,8.896672585141737,Low
40,Energy,West,Central,2018,2020,59366549.72867355,53429894.75580619,50758400.018015884,2.6344146769389742,1.0325349988189108,61.08901633334358,57.081822879117496,70.57383244364706,3,74.89960232389946,63.57883075979778,62.47899556683708,53.03712523811011,14.886304754200633,69171001.97298655,8.916631010917738,8.963542654760168,Low
41,Education,West,State,2018,2021,52860594.48392443,47574535.03553199,45195808.28375539,2.6812330661656603,1.0326598506946711,61.77160387115934,52.61301856038196,67.98193565719423,5,72.41120649290059,65.5957849054393,62.73463021406618,52.11817901301032,13.65706319172397,63460779.04796678,9.09607428747891,8.926844836599258,Low
42,Public Works,North,Central,2018,2021,47058761.295807384,42352885.16622665,40235240.90791532,3.213782454855326,1.065986697811687,59.13217471091038,54.131856881612016,70.19114487812904,4,71.24101544181838,65.31824849531706,59.50995740310671,55.619890167249004,13.266476449563267,56237810.78748471,8.675745197957669,8.900793744150157,Low
43,Energy,East,State,2018,2021,66339713.90658257,59705742.51592431,56720455.39012809,3.0334610919763216,1.0657557033220384,61.46367775543606,51.26825947788623,70.4193381092279,4,72.88597211224531,62.21339903786201,58.49377654236439,52.98791311851573,16.049834742962762,82057706.30116314,8.967961455378143,8.968636758591247,Low
44,Education,West,Central,2018,2022,49506006.759355076,44555406.08341957,42327635.77924859,2.6499174273487736,1.0391700558093058,60.256346660085576,53.01439247125562,69.07417596102351,4,72.22252568393066,66.76029229236859,61.12918106308238,56.5515875557368,13.726390867205703,60250642.13405987,8.930605569967602,8.885198118396993,Low
45,Water,East,State,2018,2020,50490543.72871965,45441489.35584769,43169414.8880553,2.5181101838208404,1.064884956357766,61.24343180588039,52.22031234331409,70.45773016100088,4,74.32118282483613,65.52106546871367,61.573206591015136,58.37999504941837,15.426860185531424,61073636.62421714,9.751692410425408,8.909147356867706,Low
46,Energy,North,State,2018,2021,59049990.07883563,53144991.070952065,50487741.51740446,3.337490789002492,1.0432858565061975,61.465497911059735,52.6446384670051,71.72673933228695,3,68.11444264045642,62.8191649670169,60.86315515035407,54.03444558708439,15.414886126920557,68328989.55056278,8.588189947162736,8.98609891843773,Low
47,Energy,South,Municipal,2018,2022,67045458.590512715,60340912.73146144,57323867.09488837,2.724604822939982,1.0480975806453077,62.4890754064086,53.89915119293306,70.48353010166826,4,66.40857020379799,62.41109589204979,59.986942181915836,54.351403596036384,15.52905715167812,77350045.37958466,8.96693369135221,9.024037011573117,Low
48,Transportation,West,Central,2018,2021,52161505.66387337,46945355.097486034,44598087.34261173,3.4968742518459472,1.0500878004132497,62.38832573664428,52.641117123856056,68.144126323982,2,70.95385017320044,61.53661181910742,61.999683763193424,52.67924474476469,13.14619867139238,61945318.92662545,8.671742848570412,9.011004840258702,Low
49,Transportation,East,Municipal,2018,2022,55532125.20952777,49978912.68857499,47479967.05414624,2.9970119488212488,1.0606142512426497,58.633811128321796,58.179443278551076,70.15947079995576,4,66.02981479331315,63.67490249048386,56.60402691043112,57.02596976597961,16.202999085944484,68710574.89725435,9.422662102211467,8.964076711650444,Low
50,Education,North,Central,2018,2020,48295146.34187441,43465631.707686976,41292350.12230262,2.519710537754364,1.034164343279383,57.596648356556074,52.94537752799563,71.33360159113396,4,72.9991608537319,62.42835729643467,61.221968862815,52.90546224837381,16.422785872425145,57782794.34798845,9.162187638199597,8.90944933371145,Low
51,Education,South,Municipal,2018,2021,55709516.22598125,50138564.603383124,47631636.37321397,2.6227768896627084,1.0650577630350118,59.01519514289901,57.60085865138128,69.17835527317054,5,71.42925563614253,66.63156908110807,63.284992028322435,55.99809016834601,13.136912443282117,69000012.71239848,8.27020474809752,8.895443306164706,Low
52,Transportation,South,Central,2018,2022,58701158.29325416,52831042.463928744,50189490.340732306,2.6401131757664524,1.0647387190359165,57.134815849920706,53.14941887507957,70.2498052879652,4,69.87431198249513,68.15641781515274,62.39884204757852,54.40170803575387,15.533912879304589,70579114.3933495,8.20835405588116,8.820438216625067,Low
53,Public Works,South,State,2018,2022,48592510.43564509,43733259.39208058,41546596.42247655,3.3225838759116737,1.0511864671462032,59.984789363879344,56.761620653058365,67.63947238077205,4,73.15054428402458,64.98472602808805,56.53740319932568,54.24198470422151,13.560074154641796,57276844.47406546,8.340890308005505,8.927216124707854,Low
54,Water,West,Central,2018,2020,47525320.514327586,42772788.46289483,40634149.039750084,2.9187705248920732,1.04532554112998,57.49679200755076,55.82521687573111,68.47209465808793,5,70.18917705282837,61.37572773420044,57.33026695004864,56.90426893141096,14.557182456167906,55460789.9187569,8.471880011899175,8.953036260589782,Low
55,Energy,East,State,2018,2020,66966956.947851926,60270261.25306673,57256748.19041339,3.2325720972102503,1.0385976151436302,59.97819748320742,55.774742791335115,69.00546334490177,5,65.31183135061285,63.0981123543986,60.760623445602036,51.411406507874005,16.083648814983288,77023977.10224368,7.809657939019346,8.98572847036001,Low
56,Transportation,North,Central,2018,2021,55305807.350846276,49775226.61576165,47286465.28497357,3.3191023176742,1.0619766351587592,57.549492439959806,58.338508603697946,67.82091178551377,3,71.94696470854427,63.1771610978397,60.7218453349527,53.88779117552021,16.80094941528321,66324866.93639866,8.72603613311257,8.930529328325834,Low
57,Energy,Central,Central,2018,2020,68571376.63868158,61714238.97481342,58628527.02607274,2.749668008859186,1.0495769985457257,61.233451035094134,58.40198653932533,68.083452070764,5,67.21209441819602,68.90134406397317,63.552474717492906,51.315414490948044,15.271780922210517,84416868.68660569,7.723256009796702,8.916606870216896,Low
58,Transportation,East,State,2018,2022,57793037.410208456,52013733.66918761,49413046.98572823,2.554882614646475,1.0482057474014463,60.36406316402108,54.84849507075269,72.30999013913969,4,70.22434576071169,66.15637320500657,61.20133880354582,53.91757799565845,15.121060530539602,68869490.72105409,8.685211818864262,8.915573920151457,Low
59,Transportation,West,Central,2018,2020,58547812.57612228,52693031.31851005,50058379.75258455,2.9268170566548646,1.065066615114498,58.11283745746034,54.07171111935781,72.59553945655152,4,69.17506084027892,64.6955428046047,63.92273050673422,51.001900188607074,13.280118822989884,68897483.09687102,7.525979839909011,8.902457219153975,Low
60,Education,Central,Central,2018,2022,50507328.71544844,45456595.84390359,43183766.051708415,2.5916993351114304,1.043454818553137,58.78201725872929,57.82257457353521,71.29331989140545,3,70.22519191634524,66.85817445747716,56.026770896343834,54.73848613230122,15.356434137883578,59309691.57662965,9.744064358053889,8.894028939111292,Low
61,Transportation,North,Central,2018,2020,52833176.40552778,47549858.764975004,45172365.82672625,3.286345014415552,1.0335764400924905,60.680468335264244,52.3362715687366,72.94701175682187,5,69.17580775784928,68.03294646049731,63.557856178331285,54.73921208999896,13.926686805533773,64247706.119746335,8.84928130557893,8.87998322985917,Low
62,Energy,Central,State,2018,2022,59157475.18809421,53241727.66928479,50579641.28582055,2.6864382621442546,1.0611833789426701,62.56651369917128,58.95926258117148,68.04337149531692,3,68.5012525916673,61.46274141250717,63.75282104112649,58.070287079707406,14.584968075610636,71981248.15109813,9.017472567201985,9.060525777763408,Low
63,Energy,Central,Central,2018,2022,66453020.22234022,59807718.200106196,56817332.29010088,2.591486837397755,1.0650984345052152,62.1727657035927,57.476128597799025,70.93145188383413,4,67.65600042588706,62.03611937026243,63.109984638951815,58.645211985838024,15.203429482436558,78074998.17742294,8.495592358119296,9.039689262657637,Low
64,Energy,Central,State,2018,2020,71239088.26255164,64115179.43629647,60909420.464481644,3.3944799309680675,1.069659013405802,60.42791365151744,56.29689608085252,70.2626734479844,3,65.61517026239235,68.06325015309969,60.128632163548936,58.25210975555664,16.457971521229393,88391115.18869482,8.80204578380607,8.912108382662842,Low
65,Energy,East,Central,2018,2021,60580415.79386648,54522374.214479834,51796255.50375584,2.6058340938285838,1.0579596295215836,62.27442888136879,51.04116136603772,71.9196815044486,5,66.89221539785007,68.0530970621628,63.69052230547926,54.72376007015987,13.914500646099693,75307644.61340947,7.35949163533433,8.908533307084824,Low
66,Education,Central,Municipal,2018,2020,46655986.81179122,41990388.1306121,39890868.724081494,3.0598443123088295,1.0346337542712103,58.70005768959349,51.14742174990574,69.59344470335508,3,68.76695361986799,61.0725792372218,62.54943536399873,52.02758974474553,16.360486010964877,54324814.693297476,8.361671317362974,8.95808134384511,Low
67,Education,West,State,2018,2020,51188588.54525246,46069729.69072721,43766243.20619085,3.2085720046026296,1.0489429555374037,61.056313543120524,54.56766645608257,70.88544186041145,4,65.57920460558799,61.59755534206283,62.81931727358918,58.921186982005175,15.37758343691418,60349687.20447715,7.671702693663196,9.020886320028136,Low
68,Energy,East,State,2018,2020,57544122.96645203,51789710.66980683,49200225.136316486,3.44430363495783,1.0340877447877488,62.03968298803483,57.18258224013444,68.3803220981886,4,73.54209774461566,65.2161927696949,62.60736612639917,53.386995447919944,13.525340505637512,69193232.32659622,9.760049553392404,8.958313775481624,Low
69,Education,Central,Municipal,2018,2020,57796580.278376915,52016922.25053922,49416076.13801226,2.8119519904951304,1.0428297096175252,61.289544241213484,55.50200229074706,69.82919476061508,4,72.24422672614116,66.96669609624772,57.602873148389705,57.94498250792425,15.172931223159832,67432403.51263188,8.462340970362945,8.912707648227991,Low
70,Education,East,State,2018,2021,47581543.677651234,42823389.30988611,40682219.84439181,2.7941679733434777,1.0664734413983965,60.58996359073456,55.85845158610137,68.48523973362025,4,74.67511263613778,62.483670997413235,59.69677832612528,51.009854681331404,15.23365069033279,56542779.68300003,8.59130712923442,8.96761663827201,Low
71,Education,Central,State,2018,2020,52011735.895846,46810562.306261405,44470034.19094833,2.5116205399081006,1.0328978755117824,61.169891316759255,57.88097917751364,71.67910593336009,4,68.92493556406684,64.83951067773698,60.80016438495443,53.333300629674426,13.158475301393429,60985870.41815276,7.58530004745394,8.973213441230724,Low
72,Public Works,North,State,2018,2021,43381581.06520609,39043422.95868548,37091251.81075121,3.2024649705441037,1.0523859473394765,59.103761587255086,51.26562487033093,67.47147098293013,4,65.09770847419183,63.61169046595194,60.14169314707769,51.702931993158664,14.587693104806384,50799798.201676056,8.477429357000378,8.938436427103314,Low
73,Water,South,Municipal,2018,2022,45275282.31030871,40747754.07927784,38710366.37531395,3.1364302495436367,1.058259029059476,61.2543631167055,57.96775298996869,71.28452159279456,3,65.31586144825641,68.48969796994952,56.41577026921178,55.330370682408564,16.206912332279167,54275877.207686044,9.314021147970227,8.92930473524469,Low
74,Energy,West,State,2018,2022,66422905.11090669,59780614.599816024,56791583.86982522,3.026402660936113,1.0592635808702133,62.23070139955321,52.75371189886435,72.85519153491478,4,65.8162998203059,61.48281667192451,57.97682587208117,52.27635744090551,14.347583167084426,78172504.06845613,8.933605299394003,9.031306340091783,Low
75,Energy,West,State,2018,2020,63782552.106526345,57404296.89587371,54534082.051080026,3.0424786357193674,1.0497310738713521,58.22146968205345,57.72361925021547,68.04516001946952,3,65.81526489552427,64.22609088899065,57.764488999378585,54.34719830934122,16.843122205947907,75635195.81368147,9.545720433188036,8.94637948309867,Low
76,Public Works,West,State,2018,2020,42853566.76256808,38568210.08631127,36639799.58199571,3.0786754085723933,1.0475446167675837,59.53032556124073,53.21462237788041,70.55410197156017,5,72.25257660415136,64.89335153139763,62.98738590465329,58.20561491209007,16.649453382466763,50255080.32429016,9.596871893966265,8.905200622301646,Low
77,Transportation,East,State,2018,2022,60783502.4053327,54705152.16479943,51969894.55655946,2.7375433249238776,1.0688558037616656,62.224499407635065,54.562442040021324,70.08890412357815,3,66.8097695270949,67.83508074695663,59.93822285158428,52.97784859522542,14.436933477599062,74767310.94829787,7.7819152346144325,8.931240949315196,Low
78,Transportation,North,State,2018,2020,51374922.438942775,46237430.195048496,43925558.685296066,3.098713980100108,1.0458663910537425,58.98533617793503,54.59022059065123,71.01634240875617,4,67.37027857108336,62.87739230609241,63.06967735728602,54.53619499026286,13.583026272979007,60769395.25066828,8.506563877740188,8.957701907099258,Low
79,Transportation,West,Central,2018,2022,53987880.191797994,48589092.172618195,46159637.563987285,3.2817903298450295,1.0582154237644883,57.20512659563495,58.89354384285729,67.73782485117776,4,69.46368646512586,67.91372942139336,60.4651219967509,55.3192467160177,13.924523649710586,63495956.718783304,8.853551202376433,8.859277613981876,Low
80,Education,Central,Municipal,2018,2021,51609388.46317658,46448449.61685892,44126027.136015974,2.648343200962089,1.069465204918354,62.20750976712013,54.63791884507087,70.0935761714755,2,74.65118696436045,61.039519847475276,63.61449428338591,56.112959502524006,14.955386321027682,63033058.594032526,8.4913120207482,9.011963879892972,Low
81,Education,West,State,2018,2020,52701477.47820709,47431329.730386384,45059763.24386706,2.5939007157894185,1.056904084729005,62.028691737888664,58.55691375579219,71.09948816973787,5,69.43750219304572,67.94513803502004,57.417198315579085,56.54100761780931,14.98869905603371,64081478.09205507,9.522008296251322,8.937385823442298,Low
82,Public Works,East,Central,2018,2020,47471599.4593052,42724439.51337468,40588217.53770594,3.158885470232657,1.0457545762261664,57.28927223316334,58.81739347377054,69.44144776433723,3,71.51232977041492,61.85274424246393,61.26276243682429,58.99530980616533,16.48301380134904,57047197.68771245,9.389996096444387,8.952737389544764,Low
83,Energy,West,State,2018,2020,62149897.90020068,55934908.11018062,53138162.704671584,3.3078459419412587,1.0604914053910646,60.2669345877651,51.04606928398497,68.94751497940162,4,72.97813648858634,64.48466651850346,62.54267372940017,51.96167244296487,14.465846139485592,74646967.83016008,9.365615015325705,8.9092181729185,Low
84,Transportation,North,Central,2018,2020,54637098.634497195,49173388.77104748,46714719.3324951,3.087061707701151,1.0367377754057088,62.708871357995946,57.777338890980594,72.48541909570882,2,71.4257596894719,67.07475462338293,60.00356247304593,55.33890931983791,16.255065153278345,63119094.45347969,8.501143383385385,8.950613162931754,Low
85,Public Works,West,Municipal,2018,2021,44964674.231688835,40468206.80851995,38444796.468093954,3.2154909070992743,1.0508493652994133,62.727960180199844,56.23754465145078,69.28044705362323,4,73.22393418817057,64.44689673230427,63.17371431872098,51.57024216044131,13.78861650629151,53641445.35453035,8.248834463309784,8.978682135300053,Low
86,Education,West,Central,2018,2020,49390657.37516474,44451591.63764827,42229012.05576585,3.0391612766752543,1.0424523079662402,57.73131656002168,52.44919479627744,71.08670712378989,5,71.10333783310918,66.72920539378555,58.18099200586827,54.30839281220281,13.725753390782508,58959837.779828854,9.088521354360466,8.845155694000855,Low
87,Water,Central,State,2018,2021,51302507.841832116,46172257.057648905,43863644.20476646,3.315748643504281,1.0449403873215355,60.09105102200239,55.74830855298518,71.76246310228309,2,70.26499194153782,61.898434755289756,56.02067211875986,56.10388164634638,15.58642365369144,59489901.09527648,8.694245764087638,8.986818963316498,Low
88,Transportation,South,Municipal,2018,2022,53996266.80667231,48596640.12600508,46166808.11970483,2.9237382536487626,1.0567019959716588,58.00808524646918,56.894989959553456,72.17678246525938,5,65.95535313834668,65.99087459741258,59.614141429897835,55.69286770540379,13.866959200363102,63434790.39108786,7.316948440360849,8.908222816960906,Low
89,Energy,West,Municipal,2018,2021,61802572.8419427,55622315.55774843,52841199.779861,3.0944763351861733,1.0498706743543669,59.56919768955369,56.74078212526541,71.15461690794622,3,74.87785520214888,62.09151802045386,61.56115643238075,54.23455014483434,16.96502397480875,71788739.50506559,8.841045360575823,8.96119683183863,Low
90,Water,Central,State,2018,2020,50243217.30916831,45218895.57825148,42957950.79933891,2.9011879140389825,1.044678243168192,61.01761569680377,51.55945284567547,70.841009342969,4,68.43560474775704,65.93724626716518,59.539279491845356,57.654904906011375,14.08458974600074,60291485.70252576,8.880148873720138,8.919299208743187,Low
